congress,chamber,icpsr,district_code,state_abbrev,party,bioname,ideal_point
88,House,9241,6.0,TX,D,"TEAGUE, Olin Earl",-0.102
88,House,9284,8.0,TX,D,"THOMAS, Albert",-0.219
88,House,9320,9.0,TX,D,"THOMPSON, Clark Wallace",-0.306
88,House,9356,10.0,TX,D,"THORNBERRY, William Homer",-0.305
88,House,10391,12.0,TX,D,"WRIGHT, James Claude, Jr.",-0.383
88,House,10446,14.0,TX,D,"YOUNG, John Andrew",-0.342
88,House,10520,20.0,TX,D,"GONZÁLEZ, Henry B.",-0.538
88,House,10546,13.0,TX,D,"PURCELL, Graham Boynton, Jr.",-0.257
88,House,10550,4.0,TX,D,"ROBERTS, Herbert Ray",-0.131
88,House,10584,16.0,TX,R,"FOREMAN, Edgar Franklin",0.407
88,House,10614,10.0,TX,D,"PICKLE, James Jarrell (Jake)",-0.218
88,House,10615,99.0,TX,D,"POOL, Joe Richard",0.027
88,House,10576,1.0,UT,R,"BURTON, Laurence Junior",0.179
88,House,10600,2.0,UT,R,"LLOYD, Sherman Parkinson",0.228
88,House,10562,1.0,VT,R,"STAFFORD, Robert Theodore",0.055
88,House,2,4.0,VA,D,"ABBITT, Watkins Moorman",0.09
88,House,1154,10.0,VA,R,"BROYHILL, Joel Thomas",0.159
88,House,2706,1.0,VA,D,"DOWNING, Thomas Nelms",-0.065
88,House,3499,3.0,VA,D,"GARY, Julian Vaughan",-0.089
88,House,4064,2.0,VA,D,"HARDY, Porter, Jr.",-0.152
88,House,4927,9.0,VA,D,"JENNINGS, William Pat",-0.23
88,House,7500,6.0,VA,R,"POFF, Richard Harding",0.265
88,House,8636,8.0,VA,D,"SMITH, Howard Worth",0.035
88,House,9494,5.0,VA,D,"TUCK, William Munford",0.166
88,House,10603,7.0,VA,D,"MARSH, John Otho, Jr.",0.101
88,House,4043,3.0,WA,D,"HANSEN, Julia Butler",-0.394
88,House,4579,5.0,WA,R,"HORAN, Walter Franklin (Walt)",0.171
88,House,6101,4.0,WA,R,"MAY, Catherine Dean",0.173
88,House,7313,1.0,WA,R,"PELLY, Thomas Minor",0.187
88,House,9409,6.0,WA,R,"TOLLEFSON, Thor Carl",0.069
88,House,9968,2.0,WA,R,"WESTLAND, Alfred John (Jack)",0.218
88,House,10629,7.0,WA,R,"STINSON, K. William",0.371
88,House,4276,4.0,WV,D,"HECHLER, Kenneth William",-0.31
88,House,5118,5.0,WV,D,"KEE, Maude Elizabeth",-0.387
88,House,6626,1.0,WV,R,"MOORE, Arch Alfred, Jr.",0.14
88,House,8564,3.0,WV,D,"SLACK, John Mark, Jr.",-0.281
88,House,8824,2.0,WV,D,"STAGGERS, Harley Orrin",-0.345
88,House,1371,8.0,WI,R,"BYRNES, John William",0.328
88,House,4977,9.0,WI,D,"JOHNSON, Lester Roland",-0.364
88,House,5101,2.0,WI,D,"KASTENMEIER, Robert William",-0.514
88,House,5410,7.0,WI,R,"LAIRD, Melvin Robert",0.416
88,House,7046,10.0,WI,R,"O'KONSKI, Alvin Edward",0.067
88,House,7824,5.0,WI,D,"REUSS, Henry Schoellkopf",-0.481
88,House,9627,6.0,WI,R,"VAN PELT, William Kaiser",0.389
88,House,10463,4.0,WI,D,"ZABLOCKI, Clement John",-0.355
88,House,10556,1.0,WI,R,"SCHADEBERG, Henry Carl",0.386
88,House,10564,3.0,WI,R,"THOMSON, Vernon Wallace",0.233
88,House,4139,1.0,WY,R,"HARRISON, William Henry",0.269
89,House,195,3.0,AL,D,"ANDREWS, George William",-0.03
89,House,5058,8.0,AL,D,"JONES, Robert Emmett, Jr.",-0.358
89,House,8353,5.0,AL,D,"SELDEN, Armistead Inge, Jr.",-0.073
89,House,10702,4.0,AL,R,"ANDREWS, Arthur Glenn",0.263
89,House,10706,6.0,AL,R,"BUCHANAN, John Hall, Jr.",0.146
89,House,10717,2.0,AL,R,"DICKINSON, William Louis",0.398
89,House,10721,1.0,AL,R,"EDWARDS, William Jackson (Jack)",0.177
89,House,10755,7.0,AL,R,"MARTIN, James Douglas",0.543
89,House,7926,1.0,AK,D,"RIVERS, Ralph Julian",-0.491
89,House,7845,1.0,AZ,R,"RHODES, John Jacob",0.225
89,House,10566,2.0,AZ,D,"UDALL, Morris King",-0.387
89,House,10623,3.0,AZ,D,"SENNER, George Frederick, Jr.",-0.305
89,House,3506,1.0,AR,D,"GATHINGS, Ezekiel Candler",0.012
89,House,4110,4.0,AR,D,"HARRIS, Oren",-0.179
89,House,6532,2.0,AR,D,"MILLS, Wilbur Daigh",-0.237
89,House,9473,3.0,AR,D,"TRIMBLE, James William",-0.397
89,House,10791,4.0,AR,D,"PRYOR, David Hampton",-0.322
89,House,387,14.0,CA,R,"BALDWIN, John Finley, Jr.",0.055
89,House,1911,7.0,CA,D,"COHELAN, Jeffery",-0.519
89,House,3867,10.0,CA,R,"GUBSER, Charles Samuel",0.205
89,House,3901,18.0,CA,D,"HAGEN, Harlan Francis",-0.269
89,House,4514,19.0,CA,D,"HOLIFIELD, Chester Earl",-0.467
89,House,4592,32.0,CA,R,"HOSMER, Craig",0.276
89,House,4957,2.0,CA,D,"JOHNSON, Harold Terry",-0.439
89,House,5255,17.0,CA,D,"KING, Cecil Rhodes",-0.468
89,House,5694,24.0,CA,R,"LIPSCOMB, Glenard Paul",0.358
89,House,5929,6.0,CA,R,"MAILLIARD, William Somers",0.117
89,House,6240,15.0,CA,D,"McFALL, John Joseph",-0.468
89,House,6483,8.0,CA,D,"MILLER, George Paul",-0.426
89,House,6756,3.0,CA,D,"MOSS, John Emerson",-0.582
89,House,8051,26.0,CA,D,"ROOSEVELT, James",-0.607
89,House,8549,16.0,CA,D,"SISK, Bernice Frederic",-0.388
89,House,8628,20.0,CA,R,"SMITH, H. Allen",0.421
89,House,9240,13.0,CA,R,"TEAGUE, Charles McKevett",0.243
89,House,9578,35.0,CA,R,"UTT, James Boyd",0.484
89,House,10249,36.0,CA,R,"WILSON, Robert Carlton (Bob)",0.264
89,House,10461,11.0,CA,R,"YOUNGER, Jesse Arthur",0.296
89,House,10505,28.0,CA,R,"BELL, Alphonzo",0.183
89,House,10511,22.0,CA,D,"CORMAN, James Charles",-0.53
89,House,10573,29.0,CA,D,"BROWN, George Edward, Jr.",-0.506
89,House,10577,5.0,CA,D,"BURTON, Phillip",-0.634
89,House,10578,25.0,CA,D,"CAMERON, Ronald Brooks",-0.327
89,House,10579,1.0,CA,R,"CLAUSEN, Donald Holst",0.16
89,House,10580,23.0,CA,R,"CLAWSON, Delwin Morgan",0.483
89,House,10583,9.0,CA,D,"EDWARDS, William Donlon (Don)",-0.599
89,House,10594,34.0,CA,D,"HANNA, Richard Thomas",-0.347
89,House,10595,21.0,CA,D,"HAWKINS, Augustus Freeman (Gus)",-0.517
89,House,10599,4.0,CA,D,"LEGGETT, Robert Louis",-0.468
89,House,10621,30.0,CA,D,"ROYBAL, Edward R.",-0.61
89,House,10631,12.0,CA,R,"TALCOTT, Burt Lacklen",0.25
89,House,10633,37.0,CA,D,"VAN DEERLIN, Lionel",-0.401
89,House,10640,31.0,CA,D,"WILSON, Charles Herbert",-0.39
89,House,10720,33.0,CA,D,"DYAL, Kenneth Warren",-0.447
89,House,10763,27.0,CA,R,"REINECKE, Edwin",0.234
89,House,10777,38.0,CA,D,"TUNNEY, John Varick",-0.311
89,House,10790,26.0,CA,D,"REES, Thomas Mankell",-0.484
89,House,10793,14.0,CA,D,"WALDIE, Jerome Russell",-0.505
89,House,275,4.0,CO,D,"ASPINALL, Wayne Norviel",-0.315
89,House,8021,1.0,CO,D,"ROGERS, Byron Giles",-0.28
89,House,10723,3.0,CO,D,"EVANS, Frank Edward",-0.331
89,House,10751,2.0,CO,D,"McVICKER, Roy Harrison",-0.311
89,House,2295,1.0,CT,D,"DADDARIO, Emilio Quincy",-0.361
89,House,3553,3.0,CT,D,"GIAIMO, Robert Nicholas",-0.318
89,House,4824,4.0,CT,D,"IRWIN, Donald Jay",-0.313
89,House,6586,5.0,CT,D,"MONAGAN, John Stephen",-0.228
89,House,10590,6.0,CT,D,"GRABOWSKI, Bernard Francis",-0.345
89,House,10627,2.0,CT,D,"ST. ONGE, William Leon",-0.417
89,House,6224,1.0,DE,D,"McDOWELL, Harris Brown, Jr.",-0.401
89,House,633,2.0,FL,D,"BENNETT, Charles Edward",-0.088
89,House,2143,12.0,FL,R,"CRAMER, William Cato",0.218
89,House,3078,4.0,FL,D,"FASCELL, Dante Bruno",-0.4
89,House,3929,7.0,FL,D,"HALEY, James Andrew",0.098
89,House,4354,5.0,FL,D,"HERLONG, Albert Sydney, Jr.",-0.007
89,House,6084,8.0,FL,D,"MATTHEWS, Donald Ray (Billy)",-0.176
89,House,7333,3.0,FL,D,"PEPPER, Claude Denson",-0.422
89,House,8032,6.0,FL,D,"ROGERS, Paul Grant",-0.085
89,House,8507,1.0,FL,D,"SIKES, Robert Lee Fulton",-0.128
89,House,10587,9.0,FL,D,"FUQUA, Don",-0.173
89,House,10588,10.0,FL,D,"GIBBONS, Sam Melville",-0.233
89,House,10593,11.0,FL,R,"GURNEY, Edward John",0.306
89,House,3242,6.0,GA,D,"FLYNT, John James, Jr.",0.0
89,House,5436,9.0,GA,D,"LANDRUM, Phillip Mitchell",-0.134
89,House,10512,7.0,GA,D,"DAVIS, John William",-0.195
89,House,10522,1.0,GA,D,"HAGAN, George Elliott",-0.077
89,House,10563,10.0,GA,D,"STEPHENS, Robert Grier, Jr.",-0.194
89,House,10632,8.0,GA,D,"TUTEN, James Russell",-0.192
89,House,10636,5.0,GA,D,"WELTNER, Charles Longstreet",-0.201
89,House,10709,3.0,GA,R,"CALLAWAY, Howard Hollis (Bo)",0.371
89,House,10753,4.0,GA,D,"MacKAY, James Armstrong",-0.3
89,House,10759,2.0,GA,D,"O'NEAL, Maston Emmett, Jr.",0.023
89,House,10605,98.0,HI,D,"MATSUNAGA, Spark Masayuki",-0.379
89,House,10757,98.0,HI,D,"MINK, Patsy Takemoto",-0.513
89,House,10637,1.0,ID,D,"WHITE, Compton Ignatius, Jr.",-0.324
89,House,10734,2.0,ID,R,"HANSEN, George Vernon",0.621
89,House,226,17.0,IL,R,"ARENDS, Leslie Cornelius",0.301
89,House,1941,10.0,IL,R,"COLLIER, Harold Reginald",0.378
89,House,2433,1.0,IL,D,"DAWSON, William Levi",-0.527
89,House,2525,4.0,IL,R,"DERWINSKI, Edward Joseph",0.342
89,House,3769,21.0,IL,D,"GRAY, Kenneth James",-0.364
89,House,5326,5.0,IL,D,"KLUCZYNSKI, John Carl",-0.382
89,House,6455,18.0,IL,R,"MICHEL, Robert Henry",0.372
89,House,6816,3.0,IL,D,"MURPHY, William Thomas",-0.42
89,House,7041,2.0,IL,D,"O'HARA, Barratt",-0.511
89,House,7610,24.0,IL,D,"PRICE, Charles Melvin",-0.429
89,House,7642,11.0,IL,D,"PUCINSKI, Roman Conrad",-0.281
89,House,8080,8.0,IL,D,"ROSTENKOWSKI, Daniel David",-0.39
89,House,8474,23.0,IL,D,"SHIPLEY, George Edward",-0.284
89,House,8814,22.0,IL,R,"SPRINGER, William Lee",0.185
89,House,10421,9.0,IL,D,"YATES, Sidney Richard",-0.494
89,House,10501,16.0,IL,R,"ANDERSON, John Bayard",0.183
89,House,10517,20.0,IL,R,"FINDLEY, Paul",0.246
89,House,10606,12.0,IL,R,"McCLORY, Robert",0.256
89,House,10617,15.0,IL,R,"REID, Charlotte Thompson",0.361
89,House,10622,13.0,IL,R,"RUMSFELD, Donald Henry",0.369
89,House,10703,7.0,IL,D,"ANNUNZIO, Frank",-0.398
89,House,10722,14.0,IL,R,"ERLENBORN, John Neal",0.315
89,House,10765,6.0,IL,D,"RONAN, Daniel John",-0.505
89,House,10769,19.0,IL,D,"SCHISLER, Darwin Gale",-0.228
89,House,18,4.0,IN,R,"ADAIR, Edwin Ross",0.267
89,House,948,3.0,IN,D,"BRADEMAS, John",-0.462
89,House,986,7.0,IN,R,"BRAY, William Gilmer",0.235
89,House,2517,8.0,IN,D,"DENTON, Winfield Kirkpatrick",-0.378
89,House,3963,2.0,IN,R,"HALLECK, Charles Abraham",0.272
89,House,4165,10.0,IN,R,"HARVEY, Ralph",0.305
89,House,5900,1.0,IN,D,"MADDEN, Ray John",-0.422
89,House,8084,5.0,IN,D,"ROUSH, John Edward",-0.233
89,House,10552,6.0,IN,R,"ROUDEBUSH, Richard Lowell",0.315
89,House,10732,9.0,IN,D,"HAMILTON, Lee Herbert",-0.171
89,House,10742,11.0,IN,D,"JACOBS, Andrew, Jr.",-0.07
89,House,3853,3.0,IA,R,"GROSS, Harold Royce",0.955
89,House,8672,5.0,IA,D,"SMITH, Neal Edward",-0.313
89,House,10704,4.0,IA,D,"BANDSTRA, Bert Andrew",-0.41
89,House,10715,2.0,IA,D,"CULVER, John Chester",-0.41
89,House,10730,6.0,IA,D,"GREIGG, Stanley Lloyd",-0.308
89,House,10735,7.0,IA,D,"HANSEN, John Robert",-0.357
89,House,10770,1.0,IA,D,"SCHMIDHAUSER, John Richard",-0.229
89,House,10513,1.0,KS,R,"DOLE, Robert Joseph",0.322
89,House,10516,3.0,KS,R,"ELLSWORTH, Robert Fred",0.148
89,House,10559,4.0,KS,R,"SHRIVER, Garner E.",0.175
89,House,10625,5.0,KS,R,"SKUBITZ, Joe",0.189
89,House,10758,2.0,KS,R,"MIZE, Chester Louis",0.174
89,House,1682,4.0,KY,D,"CHELF, Frank Leslie",-0.215
89,House,6845,2.0,KY,D,"NATCHER, William Huston",-0.288
89,House,7343,7.0,KY,D,"PERKINS, Carl Dewey",-0.343
89,House,9056,1.0,KY,D,"STUBBLEFIELD, Frank Albert",-0.247
89,House,9882,6.0,KY,D,"WATTS, John Clarence",-0.206
89,House,10710,5.0,KY,R,"CARTER, Tim Lee",0.08
89,House,10724,3.0,KY,D,"FARNSLEY, Charles Rowland Peaslee",-0.453
89,House,824,2.0,LA,D,"BOGGS, Thomas Hale, Sr.",-0.348
89,House,4275,1.0,LA,D,"HÉBERT, Felix Edward",-0.079
89,House,6721,6.0,LA,D,"MORRISON, James Hobson",-0.28
89,House,7228,5.0,LA,D,"PASSMAN, Otto Ernest",-0.056
89,House,9339,7.0,LA,D,"THOMPSON, Theo Ashton",-0.222
89,House,10201,3.0,LA,D,"WILLIS, Edwin Edward",-0.2
89,House,10567,4.0,LA,D,"WAGGONNER, Joseph David, Jr.",0.015
89,House,10746,8.0,LA,D,"LONG, Speedy Oteria",-0.025
89,House,10787,7.0,LA,D,"EDWARDS, Edwin Washington",-0.232
89,House,10565,1.0,ME,R,"TUPPER, Stanley Roger",-0.04
89,House,10736,2.0,ME,D,"HATHAWAY, William Dodd",-0.465
89,House,3054,4.0,MD,D,"FALLON, George Hyde",-0.171
89,House,3374,7.0,MD,D,"FRIEDEL, Samuel Nathaniel",-0.368
89,House,3480,3.0,MD,D,"GARMATZ, Edward Alexander",-0.307
89,House,10535,6.0,MD,R,"MATHIAS, Charles McCurdy, Jr.",-0.033
89,House,10601,2.0,MD,D,"LONG, Clarence Dickinson",-0.274
89,House,10610,1.0,MD,R,"MORTON, Rogers Clark Ballard",0.213
89,House,10624,99.0,MD,D,"SICKLES, Carlton Ralph",-0.487
89,House,10752,5.0,MD,D,"MACHEN, Hervey Gilbert",-0.327
89,House,518,6.0,MA,R,"BATES, William Henry",0.196
89,House,830,2.0,MA,D,"BOLAND, Edward Patrick",-0.306
89,House,1265,11.0,MA,D,"BURKE, James Anthony",-0.4
89,House,2009,1.0,MA,R,"CONTE, Silvio Ottavio",-0.023
89,House,2660,4.0,MA,D,"DONOHUE, Harold Daniel",-0.296
89,House,5131,12.0,MA,R,"KEITH, Hastings",0.148
89,House,5873,7.0,MA,D,"MACDONALD, Torbert Hart",-0.308
89,House,6033,10.0,MA,R,"MARTIN, Joseph William, Jr.",0.203
89,House,6177,9.0,MA,D,"McCORMACK, John William",-0.328
89,House,7081,8.0,MA,D,"O'NEILL, Thomas Philip, Jr. (Tip)",-0.402
89,House,7408,3.0,MA,D,"PHILBIN, Philip Joseph",-0.238
89,House,10538,5.0,MA,R,"MORSE, Frank Bradford",0.043
89,House,1087,18.0,MI,R,"BROOMFIELD, William S.",0.227
89,House,1610,10.0,MI,R,"CEDERBERG, Elford Albin",0.27
89,House,1620,6.0,MI,R,"CHAMBERLAIN, Charles Ernest",0.247
89,House,2594,13.0,MI,D,"DIGGS, Charles Coles, Jr.",-0.539
89,House,2605,16.0,MI,D,"DINGELL, John David, Jr.",-0.448
89,House,3268,5.0,MI,R,"FORD, Gerald Rudolph, Jr.",0.281
89,House,3824,9.0,MI,R,"GRIFFIN, Robert Paul",0.327
89,House,3830,17.0,MI,D,"GRIFFITHS, Martha Wright",-0.344
89,House,7043,12.0,MI,D,"O'HARA, James Grant",-0.45
89,House,10526,8.0,MI,R,"HARVEY, James",0.2
89,House,10540,14.0,MI,D,"NEDZI, Lucien Norbert",-0.427
89,House,10597,4.0,MI,R,"HUTCHINSON, J. Edward",0.444
89,House,10711,11.0,MI,D,"CLEVENGER, Raymond Francis",-0.466
89,House,10713,1.0,MI,D,"CONYERS, John, Jr.",-0.658
89,House,10725,19.0,MI,D,"FARNUM, Billie Sunday",-0.37
89,House,10727,15.0,MI,D,"FORD, William David",-0.516
89,House,10754,7.0,MI,D,"MACKIE, John C.",-0.39
89,House,10776,3.0,MI,D,"TODD, Paul Harold, Jr.",-0.276
89,House,10779,2.0,MI,D,"VIVIAN, Weston Edward",-0.374
89,House,10794,9.0,MI,R,"VANDER JAGT, Guy Adrian",0.247
89,House,789,8.0,MN,D,"BLATNIK, John Anton",-0.48
89,House,5098,4.0,MN,D,"KARTH, Joseph Edward",-0.386
89,House,5451,7.0,MN,R,"LANGEN, Odin Elsford Stanley",0.298
89,House,6860,2.0,MN,R,"NELSEN, Ancher",0.268
89,House,7671,1.0,MN,R,"QUIE, Albert Harold",0.189
89,House,10533,3.0,MN,R,"MacGREGOR, Clark",0.272
89,House,10585,5.0,MN,D,"FRASER, Donald MacKay",-0.469
89,House,10612,6.0,MN,D,"OLSON, Alec Gehard",-0.368
89,House,13,1.0,MS,D,"ABERNETHY, Thomas Gerstle",0.052
89,House,1952,5.0,MS,D,"COLMER, William Meyers",0.052
89,House,10075,2.0,MS,D,"WHITTEN, Jamie Lloyd",-0.161
89,House,10162,3.0,MS,D,"WILLIAMS, John Bell",0.127
89,House,10781,4.0,MS,R,"WALKER, Prentiss Lafayette",0.516
89,House,835,5.0,MO,D,"BOLLING, Richard Walker",-0.504
89,House,2275,2.0,MO,R,"CURTIS, Thomas Bradford",0.515
89,House,4724,6.0,MO,D,"HULL, William Raleigh, Jr.",-0.112
89,House,5056,10.0,MO,D,"JONES, Paul Caruthers",-0.128
89,House,5097,1.0,MO,D,"KARSTEN, Frank Melvin",-0.489
89,House,7717,4.0,MO,D,"RANDALL, William Joseph",-0.184
89,House,9072,3.0,MO,D,"SULLIVAN, Leonor Kretzer",-0.386
89,House,10523,7.0,MO,R,"HALL, Durward Gorham",0.796
89,House,10528,8.0,MO,D,"ICHORD, Richard Howard, II",0.001
89,House,10740,9.0,MO,D,"HUNGATE, William Leonard",-0.332
89,House,10503,2.0,MT,R,"BATTIN, James Franklin",0.235
89,House,10543,1.0,MT,D,"OLSEN, Arnold",-0.497
89,House,2255,2.0,NE,R,"CUNNINGHAM, Glenn Clarence",0.215
89,House,10534,3.0,NE,R,"MARTIN, David Thomas",0.33
89,House,10708,1.0,NE,D,"CALLAN, Clair Armstrong",-0.293
89,House,433,1.0,NV,D,"BARING, Walter Stephan, Jr.",-0.056
89,House,10581,2.0,NH,R,"CLEVELAND, James Colgate",0.218
89,House,10741,1.0,NH,D,"HUOT, Joseph Oliva",-0.322
89,House,1393,1.0,NJ,R,"CAHILL, William Thomas",0.09
89,House,2329,14.0,NJ,D,"DANIELS, Dominick Vincent",-0.386
89,House,2804,6.0,NJ,R,"DWYER, Florence Price",0.071
89,House,3364,5.0,NJ,R,"FRELINGHUYSEN, Peter Hood Ballantine, Jr.",0.172
89,House,3433,13.0,NJ,D,"GALLAGHER, Cornelius Edward",-0.44
89,House,8010,10.0,NJ,D,"RODINO, Peter Wallace, Jr.",-0.435
89,House,9322,4.0,NJ,D,"THOMPSON, Frank, Jr.",-0.511
89,House,10091,7.0,NJ,R,"WIDNALL, William Beck",0.125
89,House,10529,8.0,NJ,D,"JOELSON, Charles Samuel",-0.298
89,House,10609,11.0,NJ,D,"MINISH, Joseph George",-0.299
89,House,10613,15.0,NJ,D,"PATTEN, Edward James",-0.424
89,House,10737,9.0,NJ,D,"HELSTOSKI, Henry",-0.484
89,House,10739,3.0,NJ,D,"HOWARD, James John",-0.431
89,House,10745,12.0,NJ,D,"KREBS, Paul Joseph",-0.396
89,House,10750,2.0,NJ,D,"McGRATH, Thomas Charles, Jr.",-0.407
89,House,6717,98.0,NM,D,"MORRIS, Thomas Gayle",-0.227
89,House,10780,98.0,NM,D,"WALKER, E. S. Johnny",-0.211
89,House,1611,10.0,NY,D,"CELLER, Emanuel",-0.457
89,House,2476,9.0,NY,D,"DELANEY, James Joseph",-0.303
89,House,2752,41.0,NY,D,"DULSKI, Thaddeus Joseph",-0.25
89,House,3056,19.0,NY,D,"FARBSTEIN, Leonard",-0.559
89,House,3158,24.0,NY,R,"FINO, Paul Albert",0.048
89,House,3575,22.0,NY,D,"GILBERT, Jacob H.",-0.486
89,House,3670,38.0,NY,R,"GOODELL, Charles Ellsworth",0.253
89,House,3967,6.0,NY,R,"HALPERN, Seymour",-0.094
89,House,5148,12.0,NY,D,"KELLY, Edna Flannery",-0.357
89,House,5199,11.0,NY,D,"KEOGH, Eugene James",-0.437
89,House,5678,17.0,NY,R,"LINDSAY, John Vliet",-0.017
89,House,6792,13.0,NY,D,"MULTER, Abraham Jacob",-0.558
89,House,7003,29.0,NY,D,"O'BRIEN, Leo William",-0.272
89,House,7467,32.0,NY,R,"PIRNIE, Alexander",0.141
89,House,7568,18.0,NY,D,"POWELL, Adam Clayton, Jr.",-0.833
89,House,7995,33.0,NY,R,"ROBISON, Howard Winfield",0.263
89,House,8049,14.0,NY,D,"ROONEY, John James",-0.384
89,House,9017,35.0,NY,D,"STRATTON, Samuel Studdiford",-0.139
89,House,10500,7.0,NY,D,"ADDABBO, Joseph Patrick",-0.402
89,House,10508,15.0,NY,D,"CAREY, Hugh Leo",-0.351
89,House,10530,30.0,NY,R,"KING, Carleton James",0.322
89,House,10545,1.0,NY,D,"PIKE, Otis Grey",-0.162
89,House,10551,8.0,NY,D,"ROSENTHAL, Benjamin Stanley",-0.562
89,House,10555,20.0,NY,D,"RYAN, William Fitts",-0.619
89,House,10592,2.0,NY,R,"GROVER, James Russell, Jr.",0.25
89,House,10596,36.0,NY,R,"HORTON, Frank Jefferson",-0.004
89,House,10611,16.0,NY,D,"MURPHY, John Michael",-0.406
89,House,10618,26.0,NY,R,"REID, Ogden Rogers",-0.068
89,House,10638,4.0,NY,R,"WYDLER, John Waldemar",0.277
89,House,10705,23.0,NY,D,"BINGHAM, Jonathan Brewster",-0.509
89,House,10712,37.0,NY,R,"CONABLE, Barber Benjamin, Jr.",0.371
89,House,10718,27.0,NY,D,"DOW, John Goodchild",-0.562
89,House,10733,34.0,NY,D,"HANLEY, James Michael",-0.306
89,House,10748,39.0,NY,D,"McCARTHY, Richard Dean",-0.286
89,House,10749,31.0,NY,R,"McEWEN, Robert Cameron",0.234
89,House,10760,25.0,NY,D,"OTTINGER, Richard Lawrence",-0.391
89,House,10764,28.0,NY,D,"RESNICK, Joseph Yale",-0.522
89,House,10768,21.0,NY,D,"SCHEUER, James Haas",-0.478
89,House,10771,40.0,NY,R,"SMITH, Henry P., III",0.23
89,House,10775,5.0,NY,D,"TENZER, Herbert",-0.396
89,House,10784,3.0,NY,D,"WOLFF, Lester Lionel",-0.264
89,House,10789,17.0,NY,R,"KUPFERMAN, Theodore Roosevelt",-0.07
89,House,846,1.0,NC,D,"BONNER, Herbert Covington",-0.149
89,House,2032,4.0,NC,D,"COOLEY, Harold Dunbar",-0.189
89,House,3321,2.0,NC,D,"FOUNTAIN, Lawrence H.",-0.041
89,House,5019,8.0,NC,R,"JONAS, Charles Raper",0.304
89,House,5606,7.0,NC,D,"LENNON, Alton Asa",0.048
89,House,8311,5.0,NC,D,"SCOTT, Ralph James",-0.001
89,House,9230,11.0,NC,D,"TAYLOR, Roy Arthur",-0.069
89,House,10060,10.0,NC,D,"WHITENER, Basil Lee",-0.028
89,House,10527,3.0,NC,D,"HENDERSON, David Newton",-0.108
89,House,10531,6.0,NC,D,"KORNEGAY, Horace Robinson",-0.067
89,House,10574,9.0,NC,R,"BROYHILL, James Thomas",0.269
89,House,10788,1.0,NC,D,"JONES, Walter Beaman, Sr.",-0.259
89,House,10569,1.0,ND,R,"ANDREWS, Mark",0.087
89,House,10762,2.0,ND,D,"REDLIN, Rolland W.",-0.269
89,House,267,9.0,OH,D,"ASHLEY, Thomas William Ludlow",-0.35
89,House,310,14.0,OH,R,"AYRES, William Hanes",0.139
89,House,680,8.0,OH,R,"BETTS, Jackson Edward",0.359
89,House,837,22.0,OH,R,"BOLTON, Frances Payne",0.228
89,House,891,16.0,OH,R,"BOW, Frank Townsend",0.373
89,House,1104,7.0,OH,R,"BROWN, Clarence J.",0.382
89,House,2533,12.0,OH,R,"DEVINE, Samuel Leeper",0.502
89,House,3092,20.0,OH,D,"FEIGHAN, Michael Aloysius",-0.3
89,House,4247,18.0,OH,D,"HAYS, Wayne Levere",-0.304
89,House,5301,19.0,OH,D,"KIRWAN, Michael Joseph",-0.38
89,House,5495,5.0,OH,R,"LATTA, Delbert Leroy",0.391
89,House,6204,4.0,OH,R,"McCULLOCH, William Moore",0.287
89,House,6548,23.0,OH,R,"MINSHALL, William Edwin, Jr.",0.312
89,House,6579,10.0,OH,D,"MOELLER, Walter Henry",-0.138
89,House,8341,15.0,OH,D,"SECREST, Robert Thompson",-0.079
89,House,9623,21.0,OH,D,"VANIK, Charles Albert",-0.366
89,House,10502,17.0,OH,R,"ASHBROOK, John Milan",0.612
89,House,10510,2.0,OH,R,"CLANCY, Donald Daniel",0.403
89,House,10525,6.0,OH,R,"HARSHA, William Howard",0.188
89,House,10539,13.0,OH,R,"MOSHER, Charles Adams",0.177
89,House,10729,1.0,OH,D,"GILLIGAN, John Joyce",-0.4
89,House,10747,3.0,OH,D,"LOVE, Rodney Marvin",-0.304
89,House,10773,11.0,OH,R,"STANTON, John William",0.135
89,House,10774,99.0,OH,D,"SWEENEY, Robert E.",-0.313
89,House,10786,7.0,OH,R,"BROWN, Clarence J., Jr.",0.3
89,House,62,3.0,OK,D,"ALBERT, Carl Bert",-0.392
89,House,590,1.0,OK,R,"BELCHER, Page Henry",0.275
89,House,2854,2.0,OK,D,"EDMONDSON, Edmond Augustus",-0.34
89,House,4891,5.0,OK,D,"JARMAN, John",-0.017
89,House,8866,4.0,OK,D,"STEED, Thomas Jefferson",-0.279
89,House,10743,6.0,OK,D,"JOHNSON, Jed Joseph, Jr.",-0.296
89,House,3775,3.0,OR,D,"GREEN, Edith Starrett",-0.243
89,House,9551,2.0,OR,D,"ULLMAN, Albert Conrad",-0.367
89,House,10582,4.0,OR,D,"DUNCAN, Robert Blackford",-0.341
89,House,10785,1.0,OR,R,"WYATT, Wendell",0.103
89,House,465,1.0,PA,D,"BARRETT, William Aloysius",-0.469
89,House,1368,3.0,PA,D,"BYRNE, James Aloysius",-0.435
89,House,1763,25.0,PA,D,"CLARK, Frank Monroe",-0.292
89,House,2065,18.0,PA,R,"CORBETT, Robert James",0.071
89,House,2266,8.0,PA,R,"CURTIN, Willard Sevier",0.149
89,House,2298,9.0,PA,R,"DAGUE, Paul Bartram",0.285
